page_id,vertical,week,impressions,clicks,ctr,avg_position,word_count,has_schema_markup,num_internal_links,num_external_links,days_since_last_update,mobile_friendly_score,page_speed_score,title_length,meta_description_length,h1_count,image_count,alt_text_coverage,readability_score
page_00059,blog,0,30,0,0.0,21.66297427752174,1407,0,4,2,255,72.3,87.5,29,158,1,11,0.736,63.1
page_00060,guide,0,5,0,0.0,22.379110649386895,1084,0,12,3,577,74.8,71.9,65,138,1,13,0.512,67.2
page_00061,product,0,19,1,0.05263157894736842,13.85648585776752,1238,1,6,0,29,54.9,50.1,34,200,1,6,0.24,43.4
page_00062,guide,0,10,2,0.2,21.589361435440363,1203,1,3,6,48,69.2,62.1,75,86,0,12,0.551,33.5
page_00063,guide,0,12,1,0.08333333333333333,18.96136631358622,1424,1,8,3,201,85.0,86.3,59,108,0,6,0.793,46.3
page_00064,guide,0,14,0,0.0,19.408336347440017,1783,1,9,2,687,59.0,66.6,50,72,1,3,0.829,39.7
page_00065,guide,0,10,1,0.1,18.440524416721466,2024,0,6,1,730,73.0,60.1,70,140,2,4,0.653,39.0
page_00066,guide,0,8,0,0.0,24.073991158926574,1355,0,9,2,8,82.1,59.9,61,214,1,8,0.469,83.5
page_00067,blog,0,5,1,0.2,12.825368920374643,1495,0,6,2,257,67.0,80.3,75,133,2,7,0.798,26.0
page_00068,blog,0,13,0,0.0,13.972081365922723,625,1,11,3,58,82.8,98.0,57,139,2,4,0.227,67.0
page_00069,product,0,23,0,0.0,16.558433147037356,1156,0,8,8,20,56.7,35.7,58,154,1,4,0.856,73.6
page_00070,blog,0,18,1,0.05555555555555555,11.577741448758005,1670,1,9,10,854,90.4,100.0,52,131,0,4,0.629,74.8
page_00071,product,0,10,1,0.1,13.02365554469925,1633,0,9,5,390,83.1,73.3,60,148,1,6,0.921,64.2
page_00072,landing,0,16,2,0.125,12.606309394928985,1306,1,8,3,722,78.8,79.3,80,149,1,7,0.703,79.8
page_00073,blog,0,8,0,0.0,17.29506755818046,1643,0,10,6,621,93.7,63.0,49,105,1,5,0.306,86.8
page_00074,blog,0,9,0,0.0,16.96877760840427,1445,0,10,2,412,73.4,69.9,65,132,1,4,0.671,55.5
page_00075,blog,0,12,0,0.0,13.747052520063786,1800,0,10,2,684,69.4,73.1,44,161,2,9,0.467,66.7
page_00076,blog,0,5,0,0.0,17.54981756000356,1345,0,4,4,231,97.2,53.2,27,168,2,6,0.977,79.1
page_00077,guide,0,8,0,0.0,20.850436645456348,1022,1,8,5,380,100.0,57.1,59,180,1,2,0.547,47.1
page_00078,guide,0,5,0,0.0,22.15501827820563,1368,0,3,2,348,68.3,89.0,61,147,1,9,0.285,56.3
page_00079,landing,0,6,0,0.0,15.071321968658781,150,0,8,2,522,76.4,45.2,54,147,0,7,0.901,50.6
page_00080,guide,0,14,1,0.07142857142857142,20.19102506309435,1391,1,12,2,2,92.6,77.1,35,161,1,6,0.896,66.9
page_00081,product,0,8,1,0.125,14.892130483460367,150,1,15,3,678,76.9,64.1,60,114,1,9,0.671,31.5
page_00082,landing,0,14,0,0.0,10.480269299753395,338,0,10,2,764,86.3,54.6,60,113,2,6,0.624,81.5
page_00083,blog,0,14,2,0.14285714285714285,15.311477224098773,1426,0,19,1,807,88.9,100.0,44,131,0,4,0.78,68.0
page_00084,blog,0,22,3,0.13636363636363635,11.650641754204706,1439,0,7,4,811,70.1,54.7,37,90,0,8,0.764,68.8
page_00085,blog,0,16,1,0.0625,19.99813445274964,619,1,6,2,583,83.9,51.9,52,149,1,6,0.573,24.6
page_00086,guide,0,18,1,0.05555555555555555,24.09887526410435,844,0,10,1,725,77.9,67.0,65,172,1,7,0.719,44.4
page_00087,product,0,7,0,0.0,10.090046467921587,1885,0,16,4,629,61.0,57.7,62,110,1,5,0.852,82.4
page_00088,blog,0,9,2,0.2222222222222222,13.795231191144818,958,0,11,2,865,64.1,70.1,44,150,1,5,0.259,57.3
page_00089,product,0,8,1,0.125,7.743746008317314,2321,1,13,1,96,68.9,72.5,58,113,1,4,0.396,34.1
page_00090,blog,0,5,0,0.0,20.723704512599923,1199,0,9,4,186,91.0,73.8,68,99,1,6,0.526,63.3
page_00091,guide,0,5,1,0.2,20.02580092601802,1404,1,4,2,385,91.5,68.0,40,207,0,4,0.705,70.2
page_00092,product,0,5,1,0.2,12.654986107373292,2008,0,10,3,566,88.5,58.8,57,100,1,4,0.969,68.0
page_00093,product,0,9,1,0.1111111111111111,5.501224623300549,1266,1,12,2,807,84.2,80.3,75,90,1,5,0.345,57.7
page_00094,blog,0,8,1,0.125,17.950787192219455,699,0,10,2,93,83.8,68.2,38,143,1,8,0.843,77.0
page_00095,guide,0,24,0,0.0,23.769479928246987,1145,0,8,2,152,81.9,62.1,72,144,1,5,0.292,49.5
page_00096,product,0,16,0,0.0,12.154982982520837,1182,0,5,2,781,83.7,93.7,79,158,1,3,0.532,68.1
page_00097,blog,0,5,1,0.2,16.525151123778926,518,1,9,2,286,84.7,68.1,53,205,1,4,0.761,62.0
page_00098,blog,0,5,0,0.0,17.050018574540335,1072,1,10,5,23,58.3,87.5,51,108,0,6,0.877,58.0
page_00099,news,0,21,1,0.047619047619047616,23.50715910617695,829,0,6,3,617,66.9,89.6,70,115,0,7,0.389,54.3
page_00100,news,0,13,1,0.07692307692307693,25.269753243851003,1662,0,7,5,797,63.6,90.6,53,191,2,8,0.74,54.8
page_00101,guide,0,12,0,0.0,22.19493796207136,1217,1,5,3,818,93.5,81.1,23,168,1,2,0.187,60.5
page_00102,blog,0,12,1,0.08333333333333333,15.400042326645345,1059,0,7,3,776,100.0,70.0,55,163,1,6,0.449,55.6
page_00103,news,0,8,0,0.0,20.018948750730402,1147,0,25,3,61,47.6,69.0,63,114,2,4,0.815,71.0
page_00104,guide,0,12,0,0.0,21.256121535758822,1312,0,10,1,129,99.9,66.1,66,174,1,6,0.969,52.0
page_00105,guide,0,6,1,0.16666666666666666,20.245231394375637,1508,1,6,5,0,79.2,35.3,44,163,1,9,0.905,83.5
page_00106,product,0,15,3,0.2,8.58227507999892,700,1,10,3,630,92.2,81.5,52,142,1,6,0.921,51.3
page_00107,blog,0,11,2,0.18181818181818182,17.679612260825273,679,1,6,2,206,85.1,73.9,70,115,1,3,0.697,73.8
page_00108,blog,0,8,1,0.125,12.334524996030641,1752,1,14,3,356,98.2,83.2,55,139,1,10,0.533,74.4
page_00109,news,0,13,0,0.0,23.018069267298863,994,0,8,2,781,80.9,68.1,35,193,1,7,0.939,62.5
page_00110,product,0,9,0,0.0,14.46780151480707,492,0,7,4,843,58.9,80.6,73,97,1,8,0.701,61.2
page_00111,blog,0,8,0,0.0,21.67387700657712,1422,0,4,6,807,76.5,48.0,53,107,2,10,0.573,49.1
page_00112,blog,0,14,0,0.0,18.20251577788051,1432,0,10,2,421,85.2,51.3,71,113,1,8,0.278,52.2
page_00113,guide,0,20,0,0.0,28.13844942805155,435,0,10,3,705,75.0,30.4,36,121,1,10,0.623,63.3
page_00114,blog,0,19,1,0.05263157894736842,15.43696307075821,1315,0,9,3,3,87.2,67.9,54,134,2,6,0.664,59.3
page_00115,landing,0,12,3,0.25,8.206976671276534,1568,0,13,3,838,77.1,57.6,63,169,0,7,0.622,77.7
page_00116,guide,0,14,1,0.07142857142857142,16.289569777547424,1387,1,9,4,207,69.7,55.5,55,151,2,4,0.865,53.2
page_00117,guide,0,11,1,0.09090909090909091,26.659196747081715,1516,0,10,2,872,62.8,75.4,39,137,0,5,0.325,54.1
page_00118,product,0,13,0,0.0,15.832078089915154,498,0,3,0,22,72.5,63.2,23,145,1,6,0.084,35.0
page_00119,guide,0,8,2,0.25,22.417503025279274,1366,1,8,3,839,80.9,47.1,77,157,0,6,0.953,69.7
page_00120,guide,0,10,1,0.1,15.976670536488212,1049,1,12,4,481,50.6,100.0,59,76,1,3,0.875,68.3
page_00121,guide,0,6,0,0.0,23.450789252197012,959,1,14,3,469,67.1,69.4,72,173,2,4,0.78,74.7
page_00122,blog,0,7,0,0.0,19.29444627519669,1635,1,10,5,616,50.0,52.7,69,106,1,4,0.469,75.5
page_00123,product,0,5,3,0.6,9.366445571348994,1940,1,9,3,424,69.4,59.3,64,119,1,7,0.636,71.8
page_00124,blog,0,15,3,0.2,12.9776913115372,2097,0,6,7,862,94.8,67.2,52,147,1,3,0.902,72.5
page_00125,product,0,32,3,0.09375,10.986392195134806,1857,0,7,3,102,61.4,67.2,63,132,1,9,0.898,69.2
page_00126,product,0,5,1,0.2,11.104377128963874,1145,1,11,1,597,87.8,90.8,76,152,2,5,0.611,71.5
page_00127,blog,0,8,1,0.125,15.599398841642762,1376,0,7,3,202,100.0,68.7,57,140,1,8,0.682,32.4
page_00128,blog,0,11,0,0.0,15.381468206141214,1583,0,6,4,41,98.3,99.7,83,125,1,10,0.665,43.5
page_00129,guide,0,18,0,0.0,22.642593961692217,1261,0,7,4,594,79.9,63.1,35,189,2,4,0.405,41.1
page_00130,blog,0,22,1,0.045454545454545456,19.34385777751692,1265,0,8,3,1,90.0,76.8,34,160,0,4,0.874,79.1
page_00131,news,0,12,0,0.0,24.934380166838725,1612,0,4,1,122,58.8,86.4,70,146,2,8,0.647,48.3
page_00132,guide,0,5,0,0.0,22.1530782874669,1170,0,8,5,661,56.0,89.1,45,159,2,4,0.738,50.7
page_00133,product,0,7,0,0.0,14.788006686139443,835,1,6,5,855,78.4,91.0,85,110,1,5,0.824,60.1
page_00134,guide,0,5,0,0.0,21.321066261345138,993,1,7,5,633,83.6,65.6,75,211,1,5,0.46,41.3
page_00135,blog,0,8,0,0.0,19.344476194569545,1517,0,14,1,212,93.3,69.9,78,97,1,4,0.79,65.7
page_00136,news,0,5,0,0.0,29.53119139512801,1201,1,9,1,84,70.0,30.3,68,139,1,8,0.977,28.0
page_00137,product,0,14,0,0.0,13.136823262164269,1370,0,16,2,87,80.7,66.9,43,125,0,6,0.357,42.3
page_00138,landing,0,12,2,0.16666666666666666,5.476784052504407,1535,1,9,1,564,80.2,87.5,33,124,1,8,0.694,63.0
page_00139,blog,0,10,0,0.0,10.350751535437874,1013,1,10,1,219,76.2,84.3,77,119,1,5,0.853,41.4
page_00140,product,0,15,0,0.0,14.7697324754261,1578,0,7,1,341,77.0,68.6,35,108,1,7,0.543,79.5
page_00141,product,0,5,1,0.2,10.017829820944641,1389,1,11,7,51,66.0,97.2,78,177,1,7,0.183,60.7
page_00142,news,0,6,0,0.0,22.566895034326933,583,1,17,2,404,81.9,63.9,65,93,2,10,0.697,77.0
page_00143,guide,0,7,0,0.0,13.300141242615553,1921,1,11,2,157,80.7,58.5,55,169,1,9,0.957,65.4
page_00144,product,0,26,0,0.0,15.341021525219027,950,1,9,3,392,71.8,62.5,62,158,1,6,0.662,59.8
page_00145,blog,0,8,0,0.0,19.256294744216717,372,1,7,5,536,87.3,52.0,63,122,1,5,0.703,45.1
page_00146,product,0,10,0,0.0,13.628854589880678,677,0,4,2,871,92.4,80.0,53,154,1,10,0.406,73.9
page_00147,product,0,9,1,0.1111111111111111,11.295064555241343,689,1,7,1,267,87.5,74.6,76,129,1,5,0.768,66.6
page_00148,product,0,6,1,0.16666666666666666,13.769354210616779,1226,1,16,5,296,63.4,79.8,75,96,0,12,0.448,91.3
page_00149,blog,0,16,0,0.0,20.709335004658204,1063,1,6,3,728,79.4,63.4,58,97,1,8,0.435,72.4
page_00150,landing,0,22,0,0.0,14.235068849918237,1032,0,8,4,864,65.2,69.1,48,158,1,9,0.395,54.0
page_00151,landing,0,17,1,0.058823529411764705,17.037594510284666,1510,1,7,6,371,79.4,35.1,74,156,1,7,0.911,64.3
page_00152,blog,0,10,1,0.1,16.741850178820822,1370,0,7,1,318,65.3,76.0,28,143,1,1,0.343,66.3
page_00153,guide,0,14,0,0.0,18.709305326411485,1358,1,5,2,649,95.9,71.6,62,121,2,9,0.151,77.4
page_00154,blog,0,7,1,0.14285714285714285,17.170127747058153,1405,0,9,1,683,89.0,52.4,66,128,1,5,0.577,79.8
page_00155,guide,0,7,1,0.14285714285714285,24.082223181250665,1508,1,11,1,644,94.1,68.3,44,124,1,7,0.754,57.6
page_00156,blog,0,13,0,0.0,16.396191412821107,150,1,7,3,583,92.7,65.9,70,74,0,4,0.897,41.8
page_00157,guide,0,17,0,0.0,25.915548295602882,1018,0,5,3,130,74.2,98.2,56,137,1,9,0.399,32.2
page_00158,guide,0,7,0,0.0,26.144791807837503,150,0,17,2,243,72.0,53.0,48,153,1,5,0.836,42.9
page_00159,guide,0,13,1,0.07692307692307693,21.133213181004617,1218,0,6,2,58,100.0,75.3,69,137,1,11,0.655,51.1
page_00160,blog,0,15,0,0.0,14.330873775380823,1198,1,8,1,358,75.7,52.5,41,197,2,6,0.888,82.6
page_00161,news,0,8,0,0.0,17.038275653206917,1723,1,12,6,764,59.0,61.1,68,100,1,4,0.823,82.8
page_00162,blog,0,15,1,0.06666666666666667,14.599081809953601,1794,0,9,4,209,92.1,74.4,28,112,2,4,0.29,74.4
page_00163,blog,0,9,0,0.0,21.50925389645976,1301,0,11,6,0,80.0,66.6,60,140,1,3,0.968,78.5
page_00164,guide,0,10,0,0.0,21.50755935397344,950,0,8,4,386,99.1,69.9,57,144,1,11,0.473,49.4
page_00165,product,0,5,0,0.0,15.086105353638427,1443,0,4,1,165,81.4,75.3,48,68,0,0,0.902,37.3
page_00166,landing,0,9,2,0.2222222222222222,10.851369241394234,936,1,10,3,208,77.7,62.1,61,156,2,5,0.642,44.9
page_00167,landing,0,17,3,0.17647058823529413,5.772945666248266,1199,1,13,4,619,99.4,84.1,55,144,1,7,0.778,29.5
page_00168,blog,0,5,0,0.0,19.30165435413363,1693,0,7,3,718,56.5,65.1,71,61,0,8,0.549,43.3
page_00169,news,0,12,1,0.08333333333333333,25.76699166677356,921,1,7,5,304,69.8,68.4,64,131,1,8,0.927,52.4
page_00170,blog,0,22,0,0.0,17.623316662530943,1603,0,11,3,832,65.6,75.8,62,107,1,3,0.741,62.5
page_00171,product,0,5,0,0.0,8.326692564411344,1539,1,8,2,59,47.3,73.6,60,119,0,9,0.462,62.0
page_00172,blog,0,9,0,0.0,23.36455628682997,723,0,8,2,524,90.2,80.3,49,88,2,2,0.724,49.7
page_00173,news,0,18,1,0.05555555555555555,17.98867546343556,1687,1,6,4,213,70.2,75.1,52,150,1,7,0.791,68.5
page_00174,blog,0,8,0,0.0,14.835311624374725,1549,1,8,1,809,90.7,77.5,59,197,1,9,0.8,49.9
page_00175,blog,0,13,2,0.15384615384615385,15.239539946680178,1251,0,9,1,687,83.4,64.8,54,144,1,3,0.35,60.2
page_00176,product,0,15,2,0.13333333333333333,17.377210648630474,819,1,6,4,60,86.5,52.9,72,59,0,10,0.471,43.4
page_00177,news,0,14,0,0.0,23.655917380413474,770,1,10,3,359,71.6,47.2,57,145,1,7,0.604,76.3
page_00178,landing,0,12,1,0.08333333333333333,13.56153977245361,931,0,8,2,678,67.3,43.3,61,128,1,14,0.614,60.3
page_00179,guide,0,5,0,0.0,22.001091569309818,1471,0,8,4,497,79.3,98.2,36,96,1,8,0.291,70.2
page_00180,landing,0,9,0,0.0,15.816067352390611,722,1,13,5,448,90.9,34.6,69,147,2,3,0.844,41.8
page_00181,landing,0,32,0,0.0,10.323086384790933,1419,0,11,5,130,77.3,89.1,48,166,1,3,0.676,62.6
page_00182,product,0,5,0,0.0,16.913573202953348,579,0,6,2,1,68.2,56.9,41,112,1,9,0.49,68.6
page_00183,blog,0,20,0,0.0,18.6131642929838,1098,0,8,2,91,61.2,89.0,79,77,1,8,0.684,29.3
page_00184,guide,0,15,3,0.2,17.493104073828768,1255,1,11,0,294,80.9,34.8,66,65,0,5,0.702,77.5
page_00185,guide,0,6,0,0.0,17.666143556695907,2423,0,10,1,223,70.2,66.2,70,112,2,5,0.333,41.3
page_00186,product,0,5,0,0.0,14.403239460543492,511,0,5,3,598,77.0,93.3,62,130,0,4,0.67,63.2
page_00187,blog,0,8,0,0.0,17.24343127170343,1936,1,7,4,432,74.7,81.4,55,117,1,6,0.782,86.8
page_00188,guide,0,7,0,0.0,20.27453877993883,1275,0,9,2,390,71.8,64.6,52,111,2,3,0.677,74.3
page_00189,blog,0,8,1,0.125,23.134440588555528,1406,1,9,5,769,82.1,38.9,67,155,2,14,0.517,37.7
page_00190,news,0,5,0,0.0,25.403247655376312,1259,0,7,1,358,85.8,48.8,72,151,1,8,0.722,57.3
page_00191,blog,0,12,2,0.16666666666666666,12.858430270178768,1422,1,16,2,694,100.0,92.2,55,142,1,4,0.495,78.5
page_00192,blog,0,20,1,0.05,16.452418990765928,1123,1,13,7,806,88.6,64.4,85,164,1,8,0.641,47.7
page_00193,landing,0,11,1,0.09090909090909091,10.510318839473772,1927,0,8,4,151,100.0,68.9,53,112,1,11,0.809,54.6
page_00194,blog,0,7,1,0.14285714285714285,15.047743674101024,972,1,10,5,677,66.5,74.5,36,97,1,9,0.651,54.2
page_00195,blog,0,5,0,0.0,16.651018864901374,1766,0,7,2,72,55.6,49.2,32,117,1,5,0.795,68.6
page_00196,guide,0,13,0,0.0,25.33333648472742,878,0,2,2,584,77.8,76.5,32,114,2,6,0.299,36.9
page_00197,landing,0,9,1,0.1111111111111111,13.489534457432447,1170,0,9,1,210,90.0,63.3,50,63,1,8,0.792,69.4
page_00198,blog,0,5,0,0.0,19.821961161946053,664,1,9,6,238,87.8,74.7,53,116,2,4,0.654,50.7
page_00199,blog,0,10,0,0.0,15.25836520523076,1428,0,8,3,774,95.0,60.8,66,174,2,3,0.76,59.8
page_00200,guide,0,6,0,0.0,23.64105192686607,1923,0,4,0,175,42.5,44.8,56,163,2,3,0.879,56.6
page_00201,news,0,11,0,0.0,27.35473261033306,1161,0,8,5,471,95.5,63.2,68,153,1,3,0.336,69.0
page_00202,product,0,10,2,0.2,14.581326454855894,1102,0,13,3,710,82.7,80.3,57,140,2,8,0.818,59.7
page_00203,blog,0,7,0,0.0,21.836422530883983,643,0,7,5,733,56.4,76.3,56,186,1,4,0.881,81.6
page_00204,blog,0,9,1,0.1111111111111111,15.020837771777618,1085,0,10,3,2,88.1,70.5,48,98,1,6,0.646,74.8
page_00205,blog,0,24,2,0.08333333333333333,13.560299107809442,404,0,7,3,340,80.4,84.4,76,101,2,6,0.85,48.1
page_00206,blog,0,25,1,0.04,22.52667756882073,744,0,10,1,513,83.3,66.7,35,174,0,3,0.646,80.5
page_00207,guide,0,11,0,0.0,20.080406196361356,1313,1,6,3,538,92.0,70.9,60,136,2,5,0.379,64.8
page_00208,blog,0,12,2,0.16666666666666666,18.640530605894547,1860,0,6,2,155,84.0,62.3,53,112,2,2,0.845,62.5
page_00209,product,0,23,4,0.17391304347826086,10.521936084400842,2605,1,12,1,542,57.4,85.3,67,154,2,5,0.537,72.7
page_00210,guide,0,12,0,0.0,26.390832220543412,907,0,7,0,9,76.0,74.7,56,120,1,3,0.782,44.4
page_00211,guide,0,7,0,0.0,20.679326918469574,1918,0,3,7,571,55.4,61.1,56,106,0,7,0.908,39.3
page_00212,blog,0,12,0,0.0,15.959846472918974,1322,0,11,2,669,87.1,46.2,52,105,1,11,0.818,60.4
page_00213,landing,0,14,1,0.07142857142857142,10.7680726655199,1124,0,6,3,430,97.6,87.7,76,146,0,7,0.809,50.9
page_00214,guide,0,16,0,0.0,26.67036323444827,1416,0,7,1,228,60.6,58.1,56,142,1,6,0.692,91.1
page_00215,guide,0,15,1,0.06666666666666667,18.098815596576586,1231,1,11,5,3,68.6,71.2,84,188,1,6,0.588,48.5
page_00216,blog,0,10,2,0.2,13.212755599674415,1255,0,10,2,628,65.6,100.0,60,125,1,5,0.873,60.6
page_00217,blog,0,5,0,0.0,12.509760953567227,996,0,10,2,393,71.6,82.8,56,124,1,8,0.31,62.9
page_00218,news,0,5,1,0.2,23.848642839356344,501,1,7,2,843,83.8,95.8,54,185,2,10,0.459,78.5
page_00219,product,0,9,2,0.2222222222222222,12.992219446364256,428,0,8,4,884,71.8,61.4,64,169,0,9,0.695,45.1
page_00220,blog,0,11,0,0.0,17.26798167492958,1527,0,9,2,398,87.1,87.1,48,140,2,10,0.733,35.8
page_00221,product,0,9,0,0.0,11.036452286558108,1062,0,8,4,252,92.9,70.4,58,80,1,8,0.845,80.9
